document,type,word,count
Give the tribes more than they can handle,LOCATION,Palestine,1.0
Give the tribes more than they can handle,LOCATION,Riyadh,1.0
Give the tribes more than they can handle,LOCATION,Shariah,1.0
Give the tribes more than they can handle,LOCATION,Syria,1.0
Give the tribes more than they can handle,ORGANIZATION,Muslims,7.0
Give the tribes more than they can handle,ORGANIZATION,Ummah,3.0
Give the tribes more than they can handle,ORGANIZATION,Egyptians,2.0
Give the tribes more than they can handle,ORGANIZATION,Hirak,2.0
Give the tribes more than they can handle,ORGANIZATION,Salafists,2.0
Give the tribes more than they can handle,ORGANIZATION,Al-Qaida,1.0
Give the tribes more than they can handle,ORGANIZATION,Brotherhood,1.0
Give the tribes more than they can handle,ORGANIZATION,Huthis,1.0
Give the tribes more than they can handle,ORGANIZATION,Mujahidin,1.0
Give the tribes more than they can handle,ORGANIZATION,Yemenis,1.0
Give the tribes more than they can handle,PERSON,Ali,5.0
Give the tribes more than they can handle,PERSON,Abdallah,4.0
Give the tribes more than they can handle,PERSON,Salih,4.0
Give the tribes more than they can handle,PERSON,Shaykh,3.0
Give the tribes more than they can handle,PERSON,Al-Bayd,2.0
Give the tribes more than they can handle,PERSON,God,2.0
Give the tribes more than they can handle,PERSON,Salim,2.0
Give the tribes more than they can handle,PERSON,Abd-al-Rahman,1.0
Give the tribes more than they can handle,PERSON,Al-Gama,1.0
Give the tribes more than they can handle,PERSON,Al-Islamiyya,1.0
Give the tribes more than they can handle,PERSON,Al-Masri,1.0
Give the tribes more than they can handle,PERSON,Al-Sadat,1.0
Give the tribes more than they can handle,PERSON,Allah,1.0
Give the tribes more than they can handle,PERSON,Power,1.0
His Eminence Shaykh Mahmud,LOCATION,Pakistan,9.0
His Eminence Shaykh Mahmud,LOCATION,Urdu,7.0
His Eminence Shaykh Mahmud,LOCATION,America,1.0
His Eminence Shaykh Mahmud,LOCATION,Kashmir,1.0
His Eminence Shaykh Mahmud,LOCATION,Waziristan,1.0
His Eminence Shaykh Mahmud,ORGANIZATION,Al-Qaida,9.0
His Eminence Shaykh Mahmud,ORGANIZATION,Pakistanis,5.0
His Eminence Shaykh Mahmud,ORGANIZATION,Afghanis,1.0
His Eminence Shaykh Mahmud,ORGANIZATION,Russians,1.0
His Eminence Shaykh Mahmud,PERSON,God,9.0
His Eminence Shaykh Mahmud,PERSON,Ahmad,1.0
His Eminence Shaykh Mahmud,PERSON,Mahmud,1.0
His Eminence Shaykh Mahmud,PERSON,Prophet,1.0
His Eminence Shaykh Mahmud,PERSON,Shaykh,1.0
Honorable brother,LOCATION,New,1.0
Honorable brother,LOCATION,Urdu,1.0
Honorable brother,LOCATION,Washington,1.0
Honorable brother,LOCATION,York,1.0
Honorable brother,ORGANIZATION,Pakistanis,1.0
Honorable brother,PERSON,Allah,3.0
Honorable brother,PERSON,Ahmad,1.0
Honorable brother,PERSON,Ahmed,1.0
Honorable brother,PERSON,God,1.0
Honorable brother,PERSON,Khalid,1.0
Honorable brother,PERSON,Muhammad,1.0
Honorable brother,PERSON,Prophet,1.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",LOCATION,Afghanistan,2.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",LOCATION,Jalalabad,1.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",LOCATION,Kandahar,1.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",LOCATION,Qatar,1.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",ORGANIZATION,Americans,3.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",PERSON,Abu-al-Faraj,3.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",PERSON,God,3.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",PERSON,Abu-al-Hasan,1.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",PERSON,Al-Libi,1.0
"In Kuram, Kandahar, and Khost, measures thereon for all of Afghanistan",PERSON,Almighty,1.0
In regard to the money that is in Sudan,LOCATION,Sudan,6.0
In regard to the money that is in Sudan,LOCATION,Jalalabad,1.0
In regard to the money that is in Sudan,LOCATION,Qandahar,1.0
In regard to the money that is in Sudan,ORGANIZATION,for,9.0
In regard to the money that is in Sudan,ORGANIZATION,Wadi,1.0
In regard to the money that is in Sudan,PERSON,Muhammad,4.0
In regard to the money that is in Sudan,PERSON,Usama,3.0
In regard to the money that is in Sudan,PERSON,Bin-Laden,2.0
In regard to the money that is in Sudan,PERSON,God,2.0
In regard to the money that is in Sudan,PERSON,Khadijah,2.0
In regard to the money that is in Sudan,PERSON,Sa'ad,2.0
In regard to the money that is in Sudan,PERSON,Abdullah,1.0
In regard to the money that is in Sudan,PERSON,Abu-Bakir,1.0
In regard to the money that is in Sudan,PERSON,Abu-Hafs,1.0
In regard to the money that is in Sudan,PERSON,Al-Mauritani,1.0
In regard to the money that is in Sudan,PERSON,Ali,1.0
In regard to the money that is in Sudan,PERSON,Allah,1.0
In regard to the money that is in Sudan,PERSON,Bin-Muhammad,1.0
In regard to the money that is in Sudan,PERSON,Bin-Usama,1.0
In regard to the money that is in Sudan,PERSON,Iman,1.0
In regard to the money that is in Sudan,PERSON,Maryam,1.0
In regard to the money that is in Sudan,PERSON,Prophet,1.0
In regard to the money that is in Sudan,PERSON,Shaykh,1.0
In regard to the money that is in Sudan,PERSON,bin,1.0
In the name of Allah,LOCATION,Algeria,2.0
In the name of Allah,LOCATION,America,2.0
In the name of Allah,LOCATION,Egypt,2.0
In the name of Allah,LOCATION,Yemen,2.0
In the name of Allah,LOCATION,Gulf,1.0
In the name of Allah,LOCATION,SaudiArabia,1.0
In the name of Allah,ORGANIZATION,Arab,1.0
In the name of Allah,ORGANIZATION,Shura,1.0
In the name of Allah,ORGANIZATION,Yemenis,1.0
In the name of Allah,PERSON,God,3.0
In the name of Allah,PERSON,Muhammad,2.0
In the name of Allah,PERSON,Abdallah,1.0
In the name of Allah,PERSON,Al-Madani,1.0
In the name of Allah,PERSON,Al-Qadhafi,1.0
In the name of Allah,PERSON,Ali,1.0
In the name of Allah,PERSON,Allah,1.0
In the name of Allah,PERSON,Bashir,1.0
In the name of Allah,PERSON,Messenger,1.0
In the name of Allah,PERSON,Qutb,1.0
In the name of Allah,PERSON,Salih,1.0
In the name of Allah,PERSON,Shaykh,1.0
"In the name of Allah, the merciful the compassionate",LOCATION,Algeria,2.0
"In the name of Allah, the merciful the compassionate",LOCATION,America,2.0
"In the name of Allah, the merciful the compassionate",LOCATION,Egypt,2.0
"In the name of Allah, the merciful the compassionate",LOCATION,Yemen,2.0
"In the name of Allah, the merciful the compassionate",LOCATION,Gulf,1.0
"In the name of Allah, the merciful the compassionate",LOCATION,SaudiArabia,1.0
"In the name of Allah, the merciful the compassionate",ORGANIZATION,Arab,1.0
"In the name of Allah, the merciful the compassionate",ORGANIZATION,Shura,1.0
"In the name of Allah, the merciful the compassionate",ORGANIZATION,Yemenis,1.0
"In the name of Allah, the merciful the compassionate",PERSON,God,3.0
"In the name of Allah, the merciful the compassionate",PERSON,Muhammad,2.0
"In the name of Allah, the merciful the compassionate",PERSON,Abdallah,1.0
"In the name of Allah, the merciful the compassionate",PERSON,Al-Madani,1.0
"In the name of Allah, the merciful the compassionate",PERSON,Al-Qadhafi,1.0
"In the name of Allah, the merciful the compassionate",PERSON,Ali,1.0
"In the name of Allah, the merciful the compassionate",PERSON,Allah,1.0
"In the name of Allah, the merciful the compassionate",PERSON,Bashir,1.0
"In the name of Allah, the merciful the compassionate",PERSON,Messenger,1.0
"In the name of Allah, the merciful the compassionate",PERSON,Qutb,1.0
"In the name of Allah, the merciful the compassionate",PERSON,Salih,1.0
"In the name of Allah, the merciful the compassionate",PERSON,Shaykh,1.0
"In the name of God, the merciful",LOCATION,Iraq,3.0
"In the name of God, the merciful",ORGANIZATION,State,4.0
"In the name of God, the merciful",ORGANIZATION,Islamic,1.0
"In the name of God, the merciful",ORGANIZATION,Ministry,1.0
"In the name of God, the merciful",ORGANIZATION,Muslims,1.0
"In the name of God, the merciful",PERSON,God,5.0
"In the name of God, the merciful",PERSON,Al-Ansar,4.0
"In the name of God, the merciful",PERSON,Shaykh,2.0
"In the name of God, the merciful",PERSON,Al-Muhajir,1.0
"In the name of God, the merciful",PERSON,Baghdadi,1.0
"In the name of God, the merciful",PERSON,Bashir,1.0
"In the name of God, the merciful",PERSON,Madani,1.0
Jihad in Pakistan,LOCATION,Pakistan,105.0
Jihad in Pakistan,LOCATION,India,32.0
Jihad in Pakistan,LOCATION,America,31.0
Jihad in Pakistan,LOCATION,Afghanistan,25.0
Jihad in Pakistan,LOCATION,Sarhad,17.0
Jihad in Pakistan,LOCATION,Baluchistan,11.0
Jihad in Pakistan,LOCATION,Sind,11.0
Jihad in Pakistan,LOCATION,Emirate,6.0
Jihad in Pakistan,LOCATION,Waziristan,5.0
Jihad in Pakistan,LOCATION,China,4.0
Jihad in Pakistan,LOCATION,Palestine,4.0
Jihad in Pakistan,LOCATION,Israel,3.0
Jihad in Pakistan,LOCATION,Karachi,3.0
Jihad in Pakistan,LOCATION,Kashmir,3.0
Jihad in Pakistan,LOCATION,State,3.0
Jihad in Pakistan,LOCATION,International,2.0
Jihad in Pakistan,LOCATION,Kandahar,2.0
Jihad in Pakistan,LOCATION,Peshawar,2.0
Jihad in Pakistan,LOCATION,Abu-Dawud,1.0
Jihad in Pakistan,LOCATION,Arabian,1.0
Jihad in Pakistan,LOCATION,Bay,1.0
Jihad in Pakistan,LOCATION,Britain,1.0
Jihad in Pakistan,LOCATION,Japan,1.0
Jihad in Pakistan,LOCATION,Kabul,1.0
Jihad in Pakistan,LOCATION,Khurasan,1.0
Jihad in Pakistan,LOCATION,Kohat,1.0
Jihad in Pakistan,LOCATION,Mahsud,1.0
Jihad in Pakistan,LOCATION,Sea,1.0
Jihad in Pakistan,LOCATION,Singapore,1.0
Jihad in Pakistan,ORGANIZATION,Pakistanis,42.0
Jihad in Pakistan,ORGANIZATION,Muslims,17.0
Jihad in Pakistan,ORGANIZATION,Americans,16.0
Jihad in Pakistan,ORGANIZATION,British,12.0
Jihad in Pakistan,ORGANIZATION,Zionists,10.0
Jihad in Pakistan,ORGANIZATION,Indians,9.0
Jihad in Pakistan,ORGANIZATION,Russians,9.0
Jihad in Pakistan,ORGANIZATION,Jews,8.0
Jihad in Pakistan,ORGANIZATION,Taliban,5.0
Jihad in Pakistan,ORGANIZATION,Afghanis,2.0
Jihad in Pakistan,ORGANIZATION,NATO,2.0
Jihad in Pakistan,ORGANIZATION,Caliphate,1.0
Jihad in Pakistan,ORGANIZATION,Israelis,1.0
Jihad in Pakistan,ORGANIZATION,Parliament,1.0
Jihad in Pakistan,ORGANIZATION,Power,1.0
Jihad in Pakistan,ORGANIZATION,UN,1.0
Jihad in Pakistan,ORGANIZATION,Uzbeks,1.0
Jihad in Pakistan,PERSON,God,30.0
Jihad in Pakistan,PERSON,Mujahid,13.0
Jihad in Pakistan,PERSON,Prophet,10.0
Jihad in Pakistan,PERSON,Shaykh,9.0
Jihad in Pakistan,PERSON,Ahmad,6.0
Jihad in Pakistan,PERSON,Almighty,4.0
Jihad in Pakistan,PERSON,Muhammad,4.0
Jihad in Pakistan,PERSON,Isma'il,3.0
Jihad in Pakistan,PERSON,Shah,3.0
Jihad in Pakistan,PERSON,Al-Mujahidin,2.0
Jihad in Pakistan,PERSON,Azzam,2.0
Jihad in Pakistan,PERSON,Jewsish,2.0
Jihad in Pakistan,PERSON,Abd-al-Aziz,1.0
Jihad in Pakistan,PERSON,Abdallah,1.0
Jihad in Pakistan,PERSON,Abu-Bakr,1.0
Jihad in Pakistan,PERSON,Abu-Mus'ab,1.0
Jihad in Pakistan,PERSON,Al-Makki,1.0
Jihad in Pakistan,PERSON,Al-Muhajir,1.0
Jihad in Pakistan,PERSON,Al-Suri,1.0
Jihad in Pakistan,PERSON,Bush,1.0
Jihad in Pakistan,PERSON,May,1.0
Jihad in Pakistan,PERSON,Mufti,1.0
Jihad in Pakistan,PERSON,Mullah,1.0
Jihad in Pakistan,PERSON,Naji,1.0
Jihad in Pakistan,PERSON,Shafi,1.0
Jihad in Pakistan,PERSON,Umar,1.0
Jihad in Pakistan,PERSON,Usama,1.0
Kind brother,LOCATION,Afghanistan,4.0
Kind brother,LOCATION,Asia,2.0
Kind brother,LOCATION,Al-Jihad,1.0
Kind brother,LOCATION,America,1.0
Kind brother,LOCATION,Andalusia,1.0
Kind brother,LOCATION,Central,1.0
Kind brother,LOCATION,Chechnya,1.0
Kind brother,LOCATION,China,1.0
Kind brother,LOCATION,Eastern,1.0
Kind brother,LOCATION,Europe,1.0
Kind brother,LOCATION,India,1.0
Kind brother,LOCATION,Pakistan,1.0
Kind brother,LOCATION,Philippines,1.0
Kind brother,LOCATION,Qa'ida,1.0
Kind brother,LOCATION,Singapore,1.0
Kind brother,LOCATION,Turkistan,1.0
Kind brother,ORGANIZATION,Muslims,7.0
Kind brother,ORGANIZATION,Al-Qaida,1.0
Kind brother,ORGANIZATION,Persians,1.0
Kind brother,ORGANIZATION,Taliban,1.0
Kind brother,PERSON,God,51.0
Kind brother,PERSON,Shaykh,5.0
Kind brother,PERSON,Almighty,4.0
Kind brother,PERSON,Muhammad,3.0
Kind brother,PERSON,Abdallah,1.0
Kind brother,PERSON,Abu-Abd-al-Rahman,1.0
Kind brother,PERSON,Al-Tayyib,1.0
Kind brother,PERSON,Atiyatallah,1.0
Kind brother,PERSON,Husayn,1.0
Kind brother,PERSON,Liman,1.0
Kind brother,PERSON,Mujahid,1.0
Kind brother,PERSON,Safar,1.0
Letter about matter of the Islamic Maghreb,LOCATION,Shariah,4.0
Letter about matter of the Islamic Maghreb,LOCATION,Mauritania,2.0
Letter about matter of the Islamic Maghreb,LOCATION,Algeria,1.0
Letter about matter of the Islamic Maghreb,LOCATION,Khurasan,1.0
Letter about matter of the Islamic Maghreb,LOCATION,Maghreb,1.0
Letter about matter of the Islamic Maghreb,LOCATION,Peninsula,1.0
Letter about matter of the Islamic Maghreb,ORGANIZATION,Muslims,5.0
Letter about matter of the Islamic Maghreb,ORGANIZATION,Somalis,3.0
Letter about matter of the Islamic Maghreb,ORGANIZATION,Africans,1.0
Letter about matter of the Islamic Maghreb,ORGANIZATION,Jerusalem,1.0
Letter about matter of the Islamic Maghreb,PERSON,God,20.0
Letter about matter of the Islamic Maghreb,PERSON,Shaykh,14.0
Letter about matter of the Islamic Maghreb,PERSON,Allah,9.0
Letter about matter of the Islamic Maghreb,PERSON,Abu-Yahya,3.0
Letter about matter of the Islamic Maghreb,PERSON,Hasan,3.0
Letter about matter of the Islamic Maghreb,PERSON,Abu-Mus'ab,2.0
Letter about matter of the Islamic Maghreb,PERSON,Mahmud,2.0
Letter about matter of the Islamic Maghreb,PERSON,Tahir,2.0
Letter about matter of the Islamic Maghreb,PERSON,Usama,2.0
Letter about matter of the Islamic Maghreb,PERSON,Abd-al-Wadud,1.0
Letter about matter of the Islamic Maghreb,PERSON,Abu-al-Zubayr,1.0
Letter about matter of the Islamic Maghreb,PERSON,Ahmad,1.0
Letter about matter of the Islamic Maghreb,PERSON,Al-Libi,1.0
Letter about matter of the Islamic Maghreb,PERSON,Al-Madani,1.0
Letter about matter of the Islamic Maghreb,PERSON,Almighty,1.0
Letter about matter of the Islamic Maghreb,PERSON,Atiyatallah,1.0
Letter about matter of the Islamic Maghreb,PERSON,Bashir,1.0
Letter about matter of the Islamic Maghreb,PERSON,Muhammad,1.0
Letter about matter of the Islamic Maghreb,PERSON,Salah,1.0
Letter about matter of the Islamic Maghreb,PERSON,Uthman,1.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,SaudiArabia,3.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,China,2.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,Riyadh,2.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,Al-Jawf,1.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,America,1.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,Arabian,1.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,Gulf,1.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,Hijaz,1.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,Jeddah,1.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,Mecca,1.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,Peninsula,1.0
Letter from Abu al-Tayyib dated 29 February 2008,LOCATION,Qatar,1.0
Letter from Abu al-Tayyib dated 29 February 2008,ORGANIZATION,Mujahidin,7.0
Letter from Abu al-Tayyib dated 29 February 2008,ORGANIZATION,Americans,3.0
Letter from Abu al-Tayyib dated 29 February 2008,ORGANIZATION,Ministry,2.0
Letter from Abu al-Tayyib dated 29 February 2008,ORGANIZATION,Shias,2.0
Letter from Abu al-Tayyib dated 29 February 2008,ORGANIZATION,UBL,2.0
Letter from Abu al-Tayyib dated 29 February 2008,ORGANIZATION,Committee,1.0
Letter from Abu al-Tayyib dated 29 February 2008,ORGANIZATION,Muslims,1.0
Letter from Abu al-Tayyib dated 29 February 2008,ORGANIZATION,Support,1.0
Letter from Abu al-Tayyib dated 29 February 2008,ORGANIZATION,Taliban,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Shaykh,24.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,God,13.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Ali,6.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Nasir,6.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Ahmad,5.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Yusuf,4.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Al-Fahd,3.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Abu-al-Tayyib,2.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Al-Ulwan,2.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Allah,2.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Fahd,2.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Muhammad,2.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Sulayman,2.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Usama,2.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Abd-al-Karim,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Abd-al-Rahman,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Abu-Abdallah,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Al-Faqih,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Al-Makki,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Al-Qasim,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Al-Sharqiyah,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Almighty,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Faris,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Hafiz,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Prophet,1.0
Letter from Abu al-Tayyib dated 29 February 2008,PERSON,Salman,1.0
Letter from Basir to the Brother in Command,LOCATION,Sanaa,4.0
Letter from Basir to the Brother in Command,LOCATION,North,3.0
Letter from Basir to the Brother in Command,LOCATION,Al-Jawf,2.0
Letter from Basir to the Brother in Command,LOCATION,South,2.0
Letter from Basir to the Brother in Command,LOCATION,Yemen,2.0
Letter from Basir to the Brother in Command,LOCATION,Aden,1.0
Letter from Basir to the Brother in Command,LOCATION,Britain,1.0
Letter from Basir to the Brother in Command,LOCATION,Hadramawt,1.0
Letter from Basir to the Brother in Command,LOCATION,SaudiArabia,1.0
Letter from Basir to the Brother in Command,LOCATION,Shabwah,1.0
Letter from Basir to the Brother in Command,LOCATION,Wadi,1.0
Letter from Basir to the Brother in Command,ORGANIZATION,Huthis,10.0
Letter from Basir to the Brother in Command,ORGANIZATION,Mujahidin,2.0
Letter from Basir to the Brother in Command,ORGANIZATION,Americans,1.0
Letter from Basir to the Brother in Command,ORGANIZATION,Brotherhood,1.0
Letter from Basir to the Brother in Command,ORGANIZATION,Jews,1.0
Letter from Basir to the Brother in Command,ORGANIZATION,Muslims,1.0
Letter from Basir to the Brother in Command,ORGANIZATION,Shias,1.0
Letter from Basir to the Brother in Command,PERSON,Allah,7.0
Letter from Basir to the Brother in Command,PERSON,Hirak,5.0
Letter from Basir to the Brother in Command,PERSON,God,4.0
Letter from Basir to the Brother in Command,PERSON,Shaykh,3.0
Letter from Basir to the Brother in Command,PERSON,Tariq,2.0
Letter from Basir to the Brother in Command,PERSON,Abu-Basir,1.0
Letter from Basir to the Brother in Command,PERSON,Al-Bayd,1.0
Letter from Basir to the Brother in Command,PERSON,Al-Din,1.0
Letter from Basir to the Brother in Command,PERSON,Al-Makki,1.0
Letter from Basir to the Brother in Command,PERSON,Al-Saud,1.0
Letter from Basir to the Brother in Command,PERSON,Basir,1.0
Letter from Basir to the Brother in Command,PERSON,Husayn,1.0
Letter from Basir to the Brother in Command,PERSON,Ja'far,1.0
Letter from Basir to the Brother in Command,PERSON,Mufti,1.0
Letter from Basir to the Brother in Command,PERSON,Talhah,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,LOCATION,Afghanistan,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,LOCATION,Arab,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,LOCATION,Peninsula,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,Muslims,4.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,Islamic,2.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,Mujahidin,2.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,Americans,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,Caliphate,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,Hizb,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,NATO,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,Somalis,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,Sunnis,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,ORGANIZATION,Taliban,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Shaykh,6.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Abi,3.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Allah,3.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,God,3.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Atiyah,2.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Basir,2.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Abu-al-Zubayr,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Al-Islami,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Al-Mujahidin,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Al-Zubayr,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Amir,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Harakat,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Hasan,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Muharram,1.0
Letter from Brother ‘Atiyah to Shaykh Abi al-Zubayr,PERSON,Usamah,1.0
Letter from Muhammad Tayib,LOCATION,Medina,4.0
Letter from Muhammad Tayib,LOCATION,Al-Sham,3.0
Letter from Muhammad Tayib,LOCATION,Iraq,1.0
Letter from Muhammad Tayib,LOCATION,Khyber,1.0
Letter from Muhammad Tayib,LOCATION,Mecca,1.0
Letter from Muhammad Tayib,LOCATION,Peninsula,1.0
Letter from Muhammad Tayib,LOCATION,Tabuk,1.0
Letter from Muhammad Tayib,ORGANIZATION,Muslims,12.0
Letter from Muhammad Tayib,ORGANIZATION,Islam,11.0
Letter from Muhammad Tayib,ORGANIZATION,Sunnis,1.0
Letter from Muhammad Tayib,PERSON,God,33.0
Letter from Muhammad Tayib,PERSON,Almighty,5.0
Letter from Muhammad Tayib,PERSON,Muhammad,3.0
Letter from Muhammad Tayib,PERSON,messenger,3.0
Letter from Muhammad Tayib,PERSON,Al-Ahzab,2.0
Letter from Muhammad Tayib,PERSON,Imam,2.0
Letter from Muhammad Tayib,PERSON,Al-Dari,1.0
Letter from Muhammad Tayib,PERSON,Al-Nawawi,1.0
Letter from Muhammad Tayib,PERSON,Bani,1.0
Letter from Muhammad Tayib,PERSON,Ibn-Kathir,1.0
Letter from Muhammad Tayib,PERSON,Satan,1.0
Letter from Muhammad Tayib,PERSON,Tayib,1.0
Letter from one of our mujahidin,LOCATION,Maghreb,1.0
Letter from one of our mujahidin,ORGANIZATION,Muslims,4.0
Letter from one of our mujahidin,ORGANIZATION,Spy,1.0
Letter from one of our mujahidin,PERSON,Allah,7.0
Letter from one of our mujahidin,PERSON,Shaykh,6.0
Letter from one of our mujahidin,PERSON,(,4.0
Letter from one of our mujahidin,PERSON,Abu-Yahya,2.0
Letter from one of our mujahidin,PERSON,Al-Libi,2.0
Letter from one of our mujahidin,PERSON,Al-Din,1.0
Letter from one of our mujahidin,PERSON,Ayman,1.0
Letter from one of our mujahidin,PERSON,Jamal,1.0
Letter on the First Day of Rabi' al-Akhar,ORGANIZATION,Al-Qaida,1.0
Letter on the First Day of Rabi' al-Akhar,ORGANIZATION,Hanafis,1.0
Letter on the First Day of Rabi' al-Akhar,ORGANIZATION,Taliban,1.0
Letter on the First Day of Rabi' al-Akhar,PERSON,God,8.0
Letter on the First Day of Rabi' al-Akhar,PERSON,Abu-Yahya,1.0
Letter on the First Day of Rabi' al-Akhar,PERSON,Al-Islam,1.0
Letter on the First Day of Rabi' al-Akhar,PERSON,Almighty,1.0
Letter on the First Day of Rabi' al-Akhar,PERSON,Rabi,1.0
Letter on the First Day of Rabi' al-Akhar,PERSON,Shaykh,1.0
Letter regarding working in Islamic countries,LOCATION,Iraq,16.0
Letter regarding working in Islamic countries,ORGANIZATION,Sunnis,8.0
Letter regarding working in Islamic countries,ORGANIZATION,Muslims,3.0
Letter regarding working in Islamic countries,ORGANIZATION,Hizballah,2.0
Letter regarding working in Islamic countries,ORGANIZATION,Iraqis,2.0
Letter regarding working in Islamic countries,PERSON,God,8.0
Letter regarding working in Islamic countries,PERSON,Abu-Mus'ab,3.0
Letter regarding working in Islamic countries,PERSON,Ayman,1.0
Letter to Abdallah and ‘A’ishah,ORGANIZATION,Mujahidin,1.0
Letter to Abdallah and ‘A’ishah,PERSON,God,6.0
Letter to Abdallah and ‘A’ishah,PERSON,Siham,1.0
Letter to Abu Basir,LOCATION,Mujahidin,23.0
Letter to Abu Basir,LOCATION,America,13.0
Letter to Abu Basir,LOCATION,Yemen,11.0
Letter to Abu Basir,LOCATION,Afghanistan,4.0
Letter to Abu Basir,LOCATION,Egypt,2.0
Letter to Abu Basir,LOCATION,Emirate,2.0
Letter to Abu Basir,LOCATION,Gaza,2.0
